,,,,name,x1,x2,y1,y2
1472628655203w_peg_33_black_white_06.png,,,,,99.78693,545.13513,202.46484,355.36203
1474724035100DSC07928.png,,,,,120.96206,528.5465,153.67595,381.30557
1478948343994eMazingShawls3504.png,,,,,129.20636,522.08795,134.68051,391.40643
JPEG_20160527_155940_1000132163517.png,,,,,148.56772,506.9202,90.07066,415.1278
JPEG_20161130_182414_1000368542218.png,,,,,81.6547,559.34,244.2427,333.1466
1475057260196DSC02318.png,,,,,94.239876,549.4807,215.24562,348.56583
1468825591253JPEG_20160709_133648_1000644926214.png,,,,,155.08849,501.81183,75.0464,423.11697
JPEG_20161124_162124_1000402091920.png,,,,,146.12282,508.8355,95.70392,412.1323
1470727186876DSC_0033.png,,,,,158.98526,498.7591,66.06796,427.89124
1480972280895IMG_3540.png,,,,,110.66594,536.61255,177.3989,368.69086
1475059894676DSC02408.png,,,,,133.57602,518.6647,124.612526,396.7601
1477720898726JPEG_20161025_124436_1000716443177.png,,,,,95.79732,548.2606,211.65718,350.474
JPEG_20160526_170617_1000933339568.png,,,,,147.38109,507.8498,92.80473,413.67395
JPEG_20161125_202134_1000687750117.png,,,,,91.60632,551.5439,221.3135,345.33923
1475152491002DSC00720.png,,,,,153.36324,503.1634,79.02144,421.0032
1473660682142DeeplearnS11986.png,,,,,90.37037,552.51215,224.16122,343.82495
1475064313641DSC00251.png,,,,,152.09315,504.15836,81.947815,419.4471
1474722975745DSC07865.png,,,,,160.7534,497.3739,61.99407,430.05753
JPEG_20161130_162947_1000399576239.png,,,,,104.567856,541.3898,191.44926,361.2196
JPEG_20161125_195025_1000406118935.png,,,,,107.2451,539.2924,185.2807,364.4997
JPEG_20160702_133522_1000321760040.png,,,,,151.07048,504.95953,84.30413,418.19415
JPEG_20161125_184750_10004321181.png,,,,,76.83398,563.1166,255.34998,327.24033
1473747646802IMG_0541.png,,,,,104.462616,541.4722,191.69174,361.09064
1471420755405IMG_20160810_210501.png,,,,,98.39088,546.2288,205.68144,353.6516
1473486792967DeeplearnS11946.png,,,,,86.668365,555.4123,232.69089,339.28928
147185176047620160818_111133.png,,,,,156.81766,500.45715,71.06225,425.23553
JPEG_20161123_200623_1000493348929.png,,,,,89.890175,552.8883,225.26764,343.2366
JPEG_20161129_181056_1000695959432.png,,,,,133.54784,518.68677,124.677475,396.7256
1475152070565DSC00541.png,,,,,165.41896,493.7189,51.244324,435.77374
JPEG_20160621_142109_1000303543286.png,,,,,178.65193,483.35217,20.754642,451.98666
148053613939520161126_210633.png,,,,,91.90226,551.312,220.63164,345.7018
1468654660269JPEG_20160712_101147_1000411368715.png,,,,,166.4161,492.93774,48.94678,436.99545
1480337470501_R2A4023.png,,,,,117.7226,531.08435,161.13986,377.33667
JPEG_20160625_161318_100047170583.png,,,,,98.88293,545.8434,204.54773,354.25446
JPEG_20161126_183051_1000840864758.png,,,,,102.9696,542.64185,195.13179,359.2614
1473750736050IMG_1036.png,,,,,113.73961,534.2046,170.31693,372.45673
1472040785868w_peg_33_blue_glow_01_1.png,,,,,132.60416,519.4261,126.85179,395.5694
JPEG_20161123_124248_10005975408.png,,,,,115.16048,533.0915,167.04317,374.19754
1480513981529IMG_0474.png,,,,,121.11608,528.42584,153.32106,381.4943
1474716243429DSC07743.png,,,,,188.69966,475.4807,-2.395983,464.29706
JPEG_20161208_155427_1000424041473.png,,,,,107.2451,539.2924,185.2807,364.4997
1474723890149DSC07721.png,,,,,108.102165,538.621,183.306,365.54974
JPEG_20160624_115752_1000758635004.png,,,,,108.87841,538.0129,181.51747,366.50082
1472043020175zoom1-Copy.png,,,,,104.52294,541.425,191.55276,361.16455
JPEG_20160820_112325_1000672178346.png,,,,,159.63828,498.2475,64.56336,428.69135
1480497232137IMG_20161129_190019.png,,,,,162.12186,496.30185,58.841015,431.7342
JPEG_20161116_174750_1000844440549.png,,,,,138.5108,514.7988,113.24248,402.80615
JPEG_20161202_173907_100046528739.png,,,,,102.11878,543.3084,197.0921,358.21902
147771784192920161028_161124.png,,,,,158.15263,499.41135,67.98638,426.87112
JPEG_20160820_114320_1000596635968.png,,,,,158.53137,499.11465,67.11375,427.33514
JPEG_20160820_114506_1000846487807.png,,,,,118.20822,530.70386,160.02097,377.93164
JPEG_20160623_153734_1000768433879.png,,,,,108.75852,538.1068,181.79369,366.35394
1473840680302DSC_6006.png,,,,,152.96404,503.4761,79.941246,420.5141
1480502679686IMG_20161129_193803.png,,,,,118.8868,530.17224,158.45747,378.76303
147771815284220161028_154712.png,,,,,146.96024,508.1795,93.77441,413.15833
JPEG_20160530_153021_1000177989469.png,,,,,157.68608,499.77686,69.06137,426.2995
JPEG_20161118_182012_1000802807301.png,,,,,143.60553,510.80756,101.5039,409.04816
JPEG_20160702_145830_1000348337519.png,,,,,107.2451,539.2924,185.2807,364.4997
JPEG_20160820_144826_100010183422.png,,,,,80.31502,560.3895,247.32942,331.50525
JPEG_20161028_131303_1000348780802.png,,,,,145.9845,508.9439,96.022575,411.96283
JPEG_20160924_161732_1000638971650.png,,,,,108.04749,538.6638,183.43196,365.48282
147742475352320161025_155807.png,,,,,147.7242,507.58102,92.01419,414.0943
JPEG_20160629_140707_100052518419.png,,,,,79.97161,560.6585,248.12067,331.0845
JPEG_20161126_131927_1000783722239.png,,,,,152.87794,503.54355,80.13964,420.4086
JPEG_20161123_174709_1000904553740.png,,,,,89.48871,553.2028,226.19263,342.74475
1473665164268DeeplearnS162.png,,,,,125.70412,524.8316,142.74994,387.1155
1480970021421IMG_3371.png,,,,,93.06516,550.401,217.95222,347.1266
JPEG_20160630_162121_1000113726302.png,,,,,155.1185,501.78833,74.97728,423.15372
JPEG_20160823_124009_1000107977852.png,,,,,102.52404,542.9909,196.15836,358.7155
JPEG_20161107_175929_100016240637.png,,,,,85.64138,556.2168,235.05713,338.03104
147444924759811472723022439-Mast--Harbour-Men-Navy-Perforated-Slip-On-Sneakers-2071472723022195-3.png,,,,,152.52695,503.8185,80.94831,419.9786
JPEG_20161007_133713_1000780360854.png,,,,,162.38718,496.094,58.229725,432.05923
1474713943866DSC07434.png,,,,,159.9029,498.04016,63.953636,429.01553
JPEG_20160712_105040_1000495387149.png,,,,,188.34744,475.75668,-1.5844624,463.86548
148053658556620161126_210202.png,,,,,93.085785,550.3849,217.90472,347.15186
1473315220502DeeplearnS11296.png,,,,,99.635475,545.25385,202.81381,355.17645
1480606512048_R2A6094.png,,,,,163.29027,495.3865,56.148956,433.16568
JPEG_20160706_120407_1000519402039.png,,,,,93.11312,550.36346,217.84175,347.18533
JPEG_20160712_125654_100019675942.png,,,,,139.83945,513.75793,110.181145,404.434
JPEG_20161124_172355_1000233439050.png,,,,,182.08945,480.65918,12.834366,456.1983
JPEG_20160711_162402_1000521645923.png,,,,,182.21529,480.5606,12.544397,456.35245
147772267782020161028_161701.png,,,,,140.59535,513.1658,108.43955,405.36008
1475262284465620600123f.png,,,,,155.17952,501.74048,74.83664,423.2285
1480962782704_R2A2519.png,,,,,159.96193,497.99393,63.817673,429.08786
JPEG_20161117_155435_100028898766.png,,,,,169.5168,490.50867,41.802628,440.79437
JPEG_20161124_130426_1000582863497.png,,,,,175.99837,485.43097,26.868633,448.73553
JPEG_20160709_122708_1000718417410.png,,,,,120.67936,528.768,154.3273,380.95923
JPEG_20161125_181045_1000768642474.png,,,,,145.37465,509.42166,97.42771,411.21567
1473661257853DeeplearnS11310.png,,,,,105.92926,540.32324,188.3125,362.88757
1480972050003IMG_3517.png,,,,,82.70103,558.5203,241.83191,334.42856
1473662929858DeeplearnS11364.png,,,,,99.630196,545.25793,202.82597,355.17
1473316492657DeeplearnS11673.png,,,,,156.28398,500.87524,72.291885,424.58167
JPEG_20161118_131204_1000634754987.png,,,,,165.53902,493.62485,50.96766,435.92084
JPEG_20161126_153703_100082523649.png,,,,,113.99607,534.00366,169.72603,372.77094
1473315104861DeeplearnS11510.png,,,,,121.818886,527.8753,151.70175,382.35538
1471331390038DSC_0011.png,,,,,146.45795,508.573,94.93172,412.5429
JPEG_20161117_175113_1000603912460.png,,,,,117.43647,531.3085,161.79913,376.98605
JPEG_20160924_140918_1000343823679.png,,,,,105.1679,540.91974,190.06673,361.95474
1473486871687DeeplearnS11985.png,,,,,75.56312,564.1122,258.2781,325.68326
JPEG_20160527_162837_1000563207853.png,,,,,195.3943,470.23618,-17.820843,472.49924
JPEG_20161117_184659_1000888127299.png,,,,,91.44741,551.66833,221.67964,345.14453
JPEG_20160711_133950_1000364524807.png,,,,,151.36188,504.73126,83.63276,418.55115
JPEG_20161209_155943_1000815951487.png,,,,,119.20927,529.9197,157.7145,379.15808
JPEG_20161208_142659_1000458379904.png,,,,,91.54681,551.5905,221.45064,345.2663
JPEG_20161126_132034_1000516965318.png,,,,,140.57256,513.18365,108.49206,405.33215
1473752463572IMG_1389.png,,,,,180.71368,481.737,16.004267,454.5127
JPEG_20160820_160147_100029847556.png,,,,,154.81747,502.0241,75.67084,422.7849
JPEG_20160607_144215_1000853882327.png,,,,,115.14017,533.1074,167.08997,374.17267
1468557492774JPEG_20160630_171413_1000409404142.png,,,,,115.296074,532.9853,166.73074,374.36368
1469623831138JPEG_20160628_133721_1000446260212.png,,,,,106.74881,539.6812,186.4242,363.89166
1475064369213DSC00259.png,,,,,153.97098,502.68726,77.62119,421.7478
JPEG_20160709_130533_100038562087.png,,,,,119.61107,529.60486,156.7887,379.6504
1473661034096DeeplearnS11254.png,,,,,94.52424,549.25793,214.59044,348.9142
JPEG_20160810_122752_1000780321071.png,,,,,69.744385,568.6706,271.68484,318.55423
1470727651026DSC_0038.png,,,,,151.43018,504.67773,83.4754,418.63483
JPEG_20161209_175704_1000457371785.png,,,,,164.2011,494.67297,54.050335,434.28165
1475151920811DSC00658.png,,,,,152.37523,503.93738,81.29789,419.79272
1478948192981eMazingShawls3480.png,,,,,153.53827,503.02628,78.61819,421.21765
JPEG_20160820_114346_1000684374339.png,,,,,170.3441,489.86053,39.89645,441.80798
147742632974220161025_152326.png,,,,,140.3136,513.3865,109.08869,405.0149
JPEG_20161127_173353_1000666919982.png,,,,,157.05862,500.2684,70.50703,425.53076
147742621673720161025_141706.png,,,,,99.472206,545.3817,203.19,354.97644
JPEG_20160723_114743_1000956375709.png,,,,,117.40215,531.3354,161.8782,376.94403
JPEG_20160607_134255_1000301927151.png,,,,,148.63918,506.8642,89.906044,415.21533
JPEG_20161028_113716_1000590395025.png,,,,,158.25577,499.33057,67.74877,426.9975
1475152748130DSC00461.png,,,,,156.33646,500.83417,72.17099,424.64597
1473486318894DeeplearnS11806.png,,,,,96.97155,547.34076,208.95166,351.91266
1480955504868_R2A2253.png,,,,,94.74024,549.08875,214.09276,349.17886
JPEG_20160624_122928_1000735496397.png,,,,,115.754005,532.6265,165.67564,374.92474
JPEG_20161119_151217_1000432925829.png,,,,,158.27263,499.31732,67.709915,427.01816
JPEG_20161116_151501_1000179219582.png,,,,,114.23339,533.8178,169.17923,373.06168
JPEG_20160706_131519_1000336380135.png,,,,,91.462105,551.65686,221.6458,345.16254
JPEG_20161129_181929_1000794508415.png,,,,,83.19314,558.13477,240.69803,335.0315
JPEG_20161116_153158_1000557287175.png,,,,,148.57782,506.91226,90.047386,415.14014
JPEG_20160629_141253_1000210820625.png,,,,,87.66822,554.62897,230.38716,340.5143
147772395066820161028_165949.png,,,,,150.13162,505.69504,86.46733,417.04388
JPEG_20161118_150235_1000574334027.png,,,,,97.794235,546.6962,207.05615,352.9206
JPEG_20161028_103505_1000836072375.png,,,,,145.21324,509.5481,97.79962,411.0179
JPEG_20161209_140305_100094214067.png,,,,,168.66342,491.1772,43.76886,439.74884
JPEG_20161123_173636_10002802383.png,,,,,162.58559,495.93857,57.772556,432.30234
1480930868595_R2A1776.png,,,,,154.76697,502.06366,75.78722,422.72302
JPEG_20160810_115642_100072119640.png,,,,,160.63106,497.46976,62.27592,429.90765
JPEG_20161202_185551_1000778147409.png,,,,,117.509544,531.2512,161.63075,377.07562
JPEG_20161028_133037_1000691257881.png,,,,,107.2451,539.2924,185.2807,364.4997
1473748704101IMG_1268.png,,,,,101.658905,543.6687,198.15169,357.65558
147772308356820161028_160529.png,,,,,120.91994,528.5795,153.773,381.254
1472628601772w_peg_33_black_white_01.png,,,,,110.93748,536.3998,176.77324,369.0236
JPEG_20161117_130557_1000166274819.png,,,,,107.2451,539.2924,185.2807,364.4997
JPEG_20161123_194825_1000901260329.png,,,,,152.95024,503.4869,79.97302,420.49722
1475010374390DSC019921.png,,,,,107.2451,539.2924,185.2807,364.4997
1480580008949E-mazingshawls29-11-201618513.png,,,,,146.95099,508.18677,93.795746,413.14697
JPEG_20160627_151203_1000367765190.png,,,,,98.6621,546.01636,205.0565,353.9839
JPEG_20160915_203653_1000824274314.png,,,,,107.73516,538.9085,184.1516,365.10013
1472040782847w_peg_33_black_white_06.png,,,,,99.38937,545.44666,203.38083,354.87497
1475151352113DSC00573.png,,,,,192.70952,472.33942,-11.635021,469.20987
JPEG_20160810_131134_1000760705517.png,,,,,89.77499,552.9786,225.533,343.0955
JPEG_20160702_111750_1000581903989.png,,,,,87.54404,554.72626,230.67328,340.36218
1480508525902IMG_0384.png,,,,,111.55041,535.9197,175.36101,369.7745
JPEG_20161128_134255_1000687634378.png,,,,,107.60013,539.0143,184.4627,364.9347
JPEG_20161028_135721_100077363356.png,,,,,168.42886,491.36093,44.309242,439.4615
JPEG_20160621_155045_1000683940543.png,,,,,86.6813,555.40216,232.6611,339.30515
JPEG_20161124_125709_1000716930460.png,,,,,89.11188,553.49805,227.06087,342.28305
JPEG_20160608_170018_1000618771682.png,,,,,124.38326,525.86633,145.79327,385.4972
1468668733474JPEG_20160712_112546_1000141703732.png,,,,,98.96322,545.7805,204.36273,354.3528
JPEG_20160702_133108_100065625259.png,,,,,83.72891,557.7151,239.46356,335.68793
1474713845843DSC07455.png,,,,,105.0006,541.0508,190.4522,361.7498
JPEG_20161125_153329_1000452337663.png,,,,,185.1181,478.2865,5.8561316,459.909
JPEG_20161124_161114_1000172820122.png,,,,,109.68545,537.3806,179.65799,367.4896
JPEG_20161202_174929_1000825852362.png,,,,,175.44498,485.8645,28.143684,448.05753
147324162019211.png,,,,,157.29295,500.08484,69.967125,425.81787
JPEG_20161125_141636_1000859452436.png,,,,,157.8349,499.66028,68.71843,426.48187
1473660775623DeeplearnS11732.png,,,,,82.905716,558.3599,241.36029,334.67935
JPEG_20160702_130553_1000219720986.png,,,,,164.73111,494.25775,52.82909,434.93103
JPEG_20161208_143624_1000597801918.png,,,,,120.35676,529.02075,155.0706,380.564
JPEG_20161129_181339_100014603013.png,,,,,97.72599,546.74976,207.2134,352.83698
JPEG_20161028_150640_1000541199197.png,,,,,153.17928,503.3075,79.44533,420.7778
JPEG_20161121_171912_1000489929128.png,,,,,176.37933,485.1325,25.990835,449.2023
JPEG_20161129_171043_1000529239418.png,,,,,96.488174,547.7194,210.06541,351.32043
14716280809223a.png,,,,,140.62195,513.1449,108.378265,405.3927
1469615829240JPEG_20160625_132328_1000280288518.png,,,,,151.41093,504.6928,83.5197,418.61127
JPEG_20161129_151605_1000971802260.png,,,,,146.514,508.52905,94.80254,412.61157
JPEG_20161129_181505_1000787502555.png,,,,,98.37044,546.2449,205.72853,353.62656
1474701046525DSC06991.png,,,,,111.26591,536.1425,176.01651,369.426
1480511984574IMG_0133.png,,,,,115.60287,532.74493,166.02388,374.73956
JPEG_20160709_152549_1000605889140.png,,,,,108.50336,538.3067,182.38162,366.04132
JPEG_20160912_152646_1000942504367.png,,,,,117.79106,531.0307,160.98212,377.42053
JPEG_20160513_131205_100038133981.png,,,,,100.720184,544.40405,200.31458,356.50543
JPEG_20160704_174140_1000749444389.png,,,,,97.24746,547.1246,208.31596,352.2507
1480066692228IMG_0142.png,,,,,107.48102,539.1076,184.73715,364.78876
JPEG_20161124_172119_1000765574958.png,,,,,166.98047,492.49557,47.646427,437.6869
1475058149078DSC02343.png,,,,,140.72641,513.0631,108.13756,405.5207
1468820910545JPEG_20160709_122345_1000170105580.png,,,,,116.92458,531.70953,162.97856,376.35892
JPEG_20160526_170335_1000389997615.png,,,,,153.94077,502.71094,77.690796,421.7108
147444583886111469619096595-Roadster-Men-Casual-Shoes-9011469619096471-3.png,,,,,152.45818,503.87238,81.10678,419.89435
JPEG_20161202_182433_1000999099770.png,,,,,107.2451,539.2924,185.2807,364.4997
JPEG_20160912_153811_1000546906036.png,,,,,146.86258,508.25598,93.99942,413.03867
JPEG_20161126_134746_1000291976088.png,,,,,102.611534,542.92236,195.95677,358.82272
JPEG_20161124_135819_1000458224691.png,,,,,173.2776,487.5624,33.137417,445.4021
JPEG_20161007_141633_1000846361560.png,,,,,99.65757,545.2365,202.76291,355.20355
1474638639934DSC06333.png,,,,,150.83759,505.14197,84.84075,417.90878
1468821394876JPEG_20160709_120128_1000237856703.png,,,,,92.25074,551.03906,219.8287,346.12875
147772141377020161028_170245.png,,,,,146.79839,508.3063,94.14736,412.96
1480511535721IMG_0351.png,,,,,109.87167,537.23474,179.22891,367.71777
1475152683825DSC00619.png,,,,,155.04803,501.8435,75.13957,423.0674
JPEG_20161116_184245_1000758145438.png,,,,,87.901596,554.44617,229.84944,340.80023
1468495341824DSC_0191.png,,,,,159.1573,498.6243,65.67158,428.10202
JPEG_20161202_155717_1000611460838.png,,,,,111.527336,535.93774,175.41417,369.74625
JPEG_20160709_114906_1000449789183.png,,,,,73.743935,565.5373,262.46964,323.4544
1470746199802DSC_0248.png,,,,,154.80388,502.03476,75.70216,422.76828
JPEG_20161123_195125_1000303103119.png,,,,,84.84865,556.8378,236.88364,337.0598
1478946237804eMazingShawls4016.png,,,,,165.53627,493.627,50.97402,435.91748
1480973372560IMG_2945.png,,,,,170.93214,489.39987,38.54154,442.52844
JPEG_20160623_125632_1000462971724.png,,,,,157.697,499.7683,69.03619,426.3129
1473746392392IMG_0696.png,,,,,176.80705,484.79742,25.005362,449.72635
JPEG_20160623_134233_1000277296949.png,,,,,125.8277,524.73474,142.46518,387.2669
1474634039570DSC05959.png,,,,,146.24362,508.74088,95.42555,412.2803
JPEG_20161123_182357_1000628349401.png,,,,,188.76144,475.43237,-2.538331,464.37274
1473749925429IMG_1143.png,,,,,174.2079,486.83362,30.993994,446.54187
1473751113753IMG_0999.png,,,,,114.92637,533.2749,167.58258,373.91074
1474723089362DSC07797.png,,,,,143.76051,510.68616,101.14676,409.23807
147444922075211468997465920-Mast--Harbour-Women-Black-Slip-Ons-431468997465740-2.png,,,,,186.50063,477.2035,2.6707485,461.6028
JPEG_20161124_185652_1000236386954.png,,,,,149.59727,506.11362,87.698494,416.3892
JPEG_20161125_145922_100061205912.png,,,,,154.15247,502.5451,77.20302,421.97015
147444008374011472215508902-Mast--Harbour-Men-Grey-Sneakers-941472215508728-5.png,,,,,105.84415,540.38995,188.5086,362.78326
1480961996619_R2A2464.png,,,,,152.0405,504.1996,82.06913,419.3826
1474637449677DSC06771.png,,,,,153.00029,503.44772,79.85776,420.5585
JPEG_20160823_122645_1000366593631.png,,,,,137.87944,515.29346,114.69719,402.0326
JPEG_20161125_201236_1000585865555.png,,,,,79.9718,560.6584,248.12021,331.08472
JPEG_20160704_121756_1000948471571.png,,,,,85.42324,556.3877,235.55972,337.7638
JPEG_20160607_180215_1000472897091.png,,,,,172.69533,488.01855,34.479023,444.6887
JPEG_20160709_132849_1000199572882.png,,,,,157.5821,499.85834,69.300934,426.17212
147753793608320161026_123222.png,,,,,106.18437,540.1234,187.7247,363.2001
JPEG_20161128_171343_1000122922693.png,,,,,150.52333,505.38815,85.56478,417.52377
147771756807720161028_143102.png,,,,,153.59128,502.98474,78.49604,421.2826
JPEG_20161208_181500_1000333441093.png,,,,,153.49014,503.06396,78.72907,421.1587
1480339474190_R2A4189.png,,,,,147.72374,507.58136,92.015236,414.09375
JPEG_20160702_100415_1000221024623.png,,,,,85.12404,556.6221,236.24908,337.39722
JPEG_20160622_150032_100099743125.png,,,,,143.70108,510.73273,101.28372,409.16522
JPEG_20160607_162127_1000415637060.png,,,,,151.2454,504.8225,83.90111,418.40845
JPEG_20160627_111115_1000696847361.png,,,,,104.11434,541.74506,192.4942,360.66394
JPEG_20161114_164024_1000428544233.png,,,,,94.99492,548.8892,213.50594,349.4909
1472042912598w_molokini_ii_blk_glry_01.png,,,,,79.96072,560.66705,248.14577,331.07114
JPEG_20161028_121737_1000939434946.png,,,,,119.12908,529.9825,157.89925,379.05984
JPEG_20160711_162838_1000908297491.png,,,,,178.70169,483.31317,20.639994,452.04764
JPEG_20160607_161422_1000486560124.png,,,,,156.85863,500.42508,70.96786,425.28574
1480510424464IMG_0256.png,,,,,144.4435,510.1511,99.57313,410.07483
1470737022740DSC_0156.png,,,,,186.2105,477.43076,3.3391957,461.24734
147771778894820161028_170827.png,,,,,127.4711,523.4473,138.67868,389.2804
1472043134658zoom3.png,,,,,79.44882,561.06805,249.3252,330.44397
JPEG_20160704_133328_1000808893811.png,,,,,96.93574,547.36884,209.0342,351.86877
JPEG_20160623_151346_1000304523745.png,,,,,118.05769,530.8218,160.3678,377.7472
1468495361301DSC_0216.png,,,,,109.59066,537.4549,179.87642,367.37344
1473317476719DeeplearnS134.png,,,,,136.3863,516.46313,118.13744,400.20325
JPEG_20160711_144423_1000246468178.png,,,,,137.46515,515.618,115.65171,401.52502
JPEG_20161124_173440_1000317372383.png,,,,,154.06291,502.61523,77.40936,421.86047
JPEG_20160709_153117_1000868265383.png,,,,,100.16016,544.8428,201.6049,355.8193
JPEG_20161123_132455_1000855570860.png,,,,,109.38373,537.61707,180.3532,367.11993
JPEG_20160927_162039_1000874278652.png,,,,,143.884,510.58945,100.86227,409.3893
JPEG_20160524_155311_1000300337247.png,,,,,165.2272,493.86908,51.686096,435.53882
JPEG_20161202_162846_1000498696540.png,,,,,145.31117,509.4714,97.57401,411.13788
147771805192820161028_160442.png,,,,,102.40254,543.08606,196.4383,358.56665
1472043136789zoom5.png,,,,,91.82775,551.37036,220.80333,345.6105
147772151053620161028_160631.png,,,,,136.17201,516.631,118.63119,399.94067
1480604195659_R2A5857.png,,,,,155.19485,501.7285,74.80126,423.2473
1475151539059DSC00651.png,,,,,183.48656,479.56467,9.615314,457.91
147742428915220161025_144227.png,,,,,99.74599,545.16724,202.55917,355.31186
JPEG_20160820_125318_1000995100780.png,,,,,79.90518,560.7106,248.2737,331.0031
JPEG_20161117_183707_100082163065.png,,,,,107.2451,539.2924,185.2807,364.4997
147771784267920161028_170844.png,,,,,87.85786,554.48047,229.95021,340.74667
